TIME,GEO,Men's lace-up shoes (1 pair),Men's street shoes (1 pair),Ladies' conventional court shoes (1 pair),Ladies' long boots (1 pair),Children's sport shoes (1 pair)
2017,Bulgaria,47.42340546697039,39.5627562642369,44.80318906605923,65.88211845102505,21.72351936218679
2017,Czechia,56.65,47.26,53.52,78.70,25.95
2017,Denmark,80.84561503416856,67.44507972665149,76.37876993166287,112.31332574031892,37.03342824601366
2017,Germany (until 1990 former territory of the FRG),59.23086560364464,49.41307517084282,55.95826879271071,82.28542141230068,27.13223234624146
2017,Estonia,66.07015945330296,55.11872437357631,62.41968109339408,91.78678815489751,30.265148063781325
2017,Ireland,72.52232346241458,60.50141230068338,68.51535307517085,100.75034168564922,33.22072892938497
2017,Greece,65.8120728929385,54.90341685649202,62.17585421412301,91.42824601366743,30.14692482915718
2017,Spain,61.489123006833715,51.297015945330294,58.09175398633258,85.42266514806379,28.166685649202734
2017,France,70.32858769931663,58.67129840546697,66.44282460136675,97.70273348519363,32.21583143507972
2017,Croatia,57.94,52.05,55.54,100.73,32.03
2017,Italy,89.57,66.25,76.88,114.82,42.47
2017,Cyprus,80.57,39.79,75.03,116.00,30.46
2017,Latvia,68.32841685649204,57.002665148063784,64.55316628701596,94.9240318906606,31.299601366742596
2017,Lithuania,71.49,27.62,128.37,98.61,19.18
2017,Luxembourg,62.71503416856493,52.319726651480636,59.24993166287016,87.12574031890661,28.72824601366743
2017,Hungary,66.39276765375854,55.38785876993167,62.724464692482925,92.23496583143509,30.412927107061506
2017,Malta,56.93,35.49,40.64,54.99,26.83
2017,Netherlands,123.68,61.02,78.18,108.34,47.18
2017,Austria,67.29607061503417,56.141435079726655,63.57785876993167,93.48986332574032,30.826708428246015
2017,Poland,46.54,31.89,56.750706150341685,81.14,13.93
2017,Portugal,73.49014806378133,61.30881548974943,69.42970387243737,102.09487471526197,33.66406605922551
2017,Romania,45.96,47.90592255125284,54.25148063781322,72.29,26.304669703872435
2017,Slovenia,68.24,30.99,63.14,92.46,25.20
2017,Slovakia,59.53,39.24,55.42,99.45,27.47
2017,Finland,78.00666287015946,65.07669703872438,73.6966742596811,108.36936218678815,35.73297266514807
2017,Sweden,82.00700455580865,68.41396355353075,77.47599088838268,113.92676537585422,37.565432801822325
2017,United Kingdom,64.00546697038725,53.39626423690205,60.46906605922552,88.91845102505697,29.319362186788155
2017,Iceland,100.33115034168564,83.7007972665148,94.78769931662872,139.38325740318908,45.95928246013668
2017,Norway,115.99,76.05738041002279,86.13184510250571,126.65501138952166,39.84
2017,Switzerland,68.52198177676537,57.16414578587699,64.73603644646926,95.19293849658315,31.388268792710704
2017,Montenegro,62.71503416856493,52.319726651480636,59.24993166287016,87.12574031890661,28.72824601366743
2017,North Macedonia,53.16583143507973,44.35334851936219,50.228337129840554,73.85968109339409,24.353986332574035
2017,Albania,56.06930523917996,46.775558086560366,52.971389521640106,77.89328018223236,25.683997722095675
2017,Serbia,62.00529612756264,51.72763097949886,58.579407744874715,86.13974943052392,28.403132118451023
2017,Turkey,39.55176537585421,42.41,29.65,39.87,21.66
2017,Bosnia and Herzegovina,72.78041002277905,60.716719817767654,68.75917995444192,101.10888382687928,33.33895216400911
2017,Kosovo (under United Nations Security Council Resolution 1244/99),69.48980637813212,57.971548974943055,65.65038724373576,96.5374715261959,31.831605922551255
2018,European Union - 27 countries (from 2020),61.565401301518435,51.36065075921909,58.16381778741866,85.52863340563992,28.20162689804772
2018,European Union - 28 countries (2013-2020),61.44251626898048,51.25813449023861,58.04772234273319,85.35791757049891,28.145336225596527
2018,European Union - 15 countries (1995-2004),62.11838394793926,51.82197396963123,58.68624728850325,86.2968546637744,28.454934924078085
2018,Euro area - 19 countries  (from 2015),61.81117136659436,51.56568329718004,58.396008676789585,85.87006507592191,28.314208242950105
2018,Euro area - 12 countries (2001-2006),61.872613882863334,51.616941431670284,58.45405639913233,85.9554229934924,28.342353579175704
2018,Belgium,64.26887201735357,53.61600867678958,60.71791757049891,89.28438177874187,29.440021691973968
2018,Bulgaria,43.93139913232104,36.6495661605206,41.504121475054234,61.030911062906725,20.123915401301517
2018,Czechia,56.65,47.26,53.52,78.70,25.95
2018,Denmark,79.2608459869848,66.1229934924078,74.88156182212582,110.11171366594361,36.307483731019516
2018,Germany (until 1990 former territory of the FRG),57.08009761388286,47.618806941431664,53.92633405639914,79.2975054229935,26.147017353579177
2018,Estonia,63.96165943600867,53.35971800433839,60.42767895878524,88.85759219088936,29.299295010845984
2018,Ireland,65.49772234273318,54.64117136659435,61.87887201735358,90.99154013015185,30.0029284164859
2018,Greece,62.17982646420823,51.87323210412147,58.74429501084599,86.3822125813449,28.483080260303684
2018,Spain,59.41491323210412,49.56661605206074,56.13214750542299,82.54110629067246,27.21654013015184
2018,France,67.70965292841649,56.48646420824294,63.96859002169197,94.0644251626898,31.016160520607375
2018,Croatia,57.94,52.05,55.54,100.73,32.03
2018,Italy,89.57,66.25,76.88,114.82,42.47
2018,Cyprus,80.57,39.79,75.03,116.00,30.46
2018,Latvia,66.23503253796095,55.256268980477216,62.57544468546638,92.01583514099784,30.340672451193058
2018,Lithuania,71.49,27.62,128.37,98.61,19.18
2018,Luxembourg,60.459436008676796,50.43800433839479,57.11895878524946,83.99219088937095,27.695010845986985
2018,Hungary,62.056941431670275,51.770715835141,58.628199566160525,86.2114967462039,28.426789587852493
2018,Malta,56.93,35.49,40.64,54.99,26.83
2018,Netherlands,123.68,61.02,78.18,108.34,47.18
2018,Austria,64.63752711496745,53.92355748373101,61.066203904555316,89.79652928416485,29.60889370932755
2018,Poland,46.54,31.89,53.113665943600864,81.14,13.93
2018,Portugal,66.4193600867679,55.41004338394794,62.74958785249457,92.27190889370932,30.425108459869843
2018,Romania,45.96,46.08106290672451,52.18490238611714,72.29,25.30265726681128
2018,Slovenia,68.24,30.99,63.14,92.46,25.20
2018,Slovakia,59.53,39.24,55.42,99.45,27.47
2018,Finland,73.3009219088937,61.150954446854655,69.2509327548807,101.8319956616052,33.57738611713666
2018,Sweden,73.3623644251627,61.2022125813449,69.30898047722343,101.91735357917571,33.605531453362254
2018,United Kingdom,60.58232104121475,50.540520607375264,57.235054229934924,84.16290672451193,27.751301518438172
2018,Iceland,90.07472885032537,75.1444251626898,85.09796095444685,125.1347071583514,41.261062906724504
2018,Norway,115.99,66.99438177874185,75.86837310195227,111.56279826464208,39.84
2018,Switzerland,63.838774403470715,53.25720173535792,60.311583514099794,88.68687635574837,29.243004338394794
2018,Montenegro,63.34723427331887,52.847136659436,59.84720173535792,88.00401301518438,29.017841648590018
2018,North Macedonia,49.829880694143164,41.570347071583505,47.07670281995661,69.22527114967461,22.82586767895878
2018,Albania,57.44875271149674,47.9263557483731,54.27462039045553,79.80965292841648,26.31588937093275
2018,Serbia,60.15222342733188,50.1817136659436,56.82872017353579,83.56540130151843,27.554284164859002
2018,Turkey,30.475488069414318,42.41,29.65,39.87,21.66
2018,Bosnia and Herzegovina,60.950976138828636,50.848069414316704,57.58334056399132,84.67505422993493,27.920173535791754
2018,Kosovo (under United Nations Security Council Resolution 1244/99),61.44251626898048,51.25813449023861,58.04772234273319,85.35791757049891,28.145336225596527
2019,European Union - 27 countries (from 2020),61.565401301518435,51.36065075921909,58.16381778741866,85.52863340563992,28.20162689804772
2019,European Union - 28 countries (2013-2020),61.44251626898048,51.25813449023861,58.04772234273319,85.35791757049891,28.145336225596527
2019,European Union - 15 countries (1995-2004),62.11838394793926,51.82197396963123,58.68624728850325,86.2968546637744,28.454934924078085
2019,Euro area - 19 countries  (from 2015),61.81117136659436,51.56568329718004,58.396008676789585,85.87006507592191,28.314208242950105
2019,Euro area - 12 countries (2001-2006),61.872613882863334,51.616941431670284,58.45405639913233,85.9554229934924,28.342353579175704
2019,Belgium,64.26887201735357,53.61600867678958,60.71791757049891,89.28438177874187,29.440021691973968
2019,Bulgaria,43.93139913232104,36.6495661605206,41.504121475054234,61.030911062906725,20.123915401301517
2019,Czechia,56.65,47.26,53.52,78.70,25.95
2019,Denmark,79.2608459869848,66.1229934924078,74.88156182212582,110.11171366594361,36.307483731019516
2019,Germany (until 1990 former territory of the FRG),57.08009761388286,47.618806941431664,53.92633405639914,79.2975054229935,26.147017353579177
2019,Estonia,63.96165943600867,53.35971800433839,60.42767895878524,88.85759219088936,29.299295010845984
2019,Ireland,65.49772234273318,54.64117136659435,61.87887201735358,90.99154013015185,30.0029284164859
2019,Greece,62.17982646420823,51.87323210412147,58.74429501084599,86.3822125813449,28.483080260303684
2019,Spain,59.41491323210412,49.56661605206074,56.13214750542299,82.54110629067246,27.21654013015184
2019,France,67.70965292841649,56.48646420824294,63.96859002169197,94.0644251626898,31.016160520607375
2019,Croatia,57.94,52.05,55.54,100.73,32.03
2019,Italy,89.57,66.25,76.88,114.82,42.47
2019,Cyprus,80.57,39.79,75.03,116.00,30.46
2019,Latvia,66.23503253796095,55.256268980477216,62.57544468546638,92.01583514099784,30.340672451193058
2019,Lithuania,71.49,27.62,128.37,98.61,19.18
2019,Luxembourg,60.459436008676796,50.43800433839479,57.11895878524946,83.99219088937095,27.695010845986985
2019,Hungary,62.056941431670275,51.770715835141,58.628199566160525,86.2114967462039,28.426789587852493
2019,Malta,56.93,35.49,40.64,54.99,26.83
2019,Netherlands,123.68,61.02,78.18,108.34,47.18
2019,Austria,64.63752711496745,53.92355748373101,61.066203904555316,89.79652928416485,29.60889370932755
2019,Poland,46.54,31.89,53.113665943600864,81.14,13.93
2019,Portugal,66.4193600867679,55.41004338394794,62.74958785249457,92.27190889370932,30.425108459869843
2019,Romania,45.96,46.08106290672451,52.18490238611714,72.29,25.30265726681128
2019,Slovenia,68.24,30.99,63.14,92.46,25.20
2019,Slovakia,59.53,39.24,55.42,99.45,27.47
2019,Finland,73.3009219088937,61.150954446854655,69.2509327548807,101.8319956616052,33.57738611713666
2019,Sweden,73.3623644251627,61.2022125813449,69.30898047722343,101.91735357917571,33.605531453362254
2019,United Kingdom,60.58232104121475,50.540520607375264,57.235054229934924,84.16290672451193,27.751301518438172
2019,Iceland,90.07472885032537,75.1444251626898,85.09796095444685,125.1347071583514,41.261062906724504
2019,Norway,115.99,66.99438177874185,75.86837310195227,111.56279826464208,39.84
2019,Switzerland,63.838774403470715,53.25720173535792,60.311583514099794,88.68687635574837,29.243004338394794
2019,Montenegro,63.34723427331887,52.847136659436,59.84720173535792,88.00401301518438,29.017841648590018
2019,North Macedonia,49.829880694143164,41.570347071583505,47.07670281995661,69.22527114967461,22.82586767895878
2019,Albania,57.44875271149674,47.9263557483731,54.27462039045553,79.80965292841648,26.31588937093275
2019,Serbia,60.15222342733188,50.1817136659436,56.82872017353579,83.56540130151843,27.554284164859002
2019,Turkey,30.475488069414318,42.41,29.65,39.87,21.66
2019,Bosnia and Herzegovina,60.950976138828636,50.848069414316704,57.58334056399132,84.67505422993493,27.920173535791754
2019,Kosovo (under United Nations Security Council Resolution 1244/99),61.44251626898048,51.25813449023861,58.04772234273319,85.35791757049891,28.145336225596527
