"TIME","GEO","HHTYP","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2000","Slovakia","Total","Median equivalised net income","Euro",":",""
"2000","Slovakia","Total","Median equivalised net income","National currency",":",""
"2000","Slovakia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2000","Finland","Total","Median equivalised net income","Euro","14,208",""
"2000","Finland","Total","Median equivalised net income","National currency","14,208",""
"2000","Finland","Total","Median equivalised net income","Purchasing power standard (PPS)","11,870",""
"2000","Sweden","Total","Median equivalised net income","Euro",":",""
"2000","Sweden","Total","Median equivalised net income","National currency",":",""
"2000","Sweden","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2000","United Kingdom","Total","Median equivalised net income","Euro","15,441",""
"2000","United Kingdom","Total","Median equivalised net income","National currency","10,171",""
"2000","United Kingdom","Total","Median equivalised net income","Purchasing power standard (PPS)","13,839",""
"2000","Iceland","Total","Median equivalised net income","Euro",":",""
"2000","Iceland","Total","Median equivalised net income","National currency",":",""
"2000","Iceland","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2000","Norway","Total","Median equivalised net income","Euro",":",""
"2000","Norway","Total","Median equivalised net income","National currency",":",""
"2000","Norway","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2000","Switzerland","Total","Median equivalised net income","Euro",":",""
"2000","Switzerland","Total","Median equivalised net income","National currency",":",""
"2000","Switzerland","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2000","Montenegro","Total","Median equivalised net income","Euro",":",""
"2000","Montenegro","Total","Median equivalised net income","National currency",":",""
"2000","Montenegro","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2000","North Macedonia","Total","Median equivalised net income","Euro",":",""
"2000","North Macedonia","Total","Median equivalised net income","National currency",":",""
"2000","North Macedonia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2000","Serbia","Total","Median equivalised net income","Euro",":",""
"2000","Serbia","Total","Median equivalised net income","National currency",":",""
"2000","Serbia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2000","Turkey","Total","Median equivalised net income","Euro",":",""
"2000","Turkey","Total","Median equivalised net income","National currency",":",""
"2000","Turkey","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","Euro",":",""
"2001","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","National currency",":",""
"2001","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","European Union - 27 countries (from 2020)","Total","Median equivalised net income","Euro",":",""
"2001","European Union - 27 countries (from 2020)","Total","Median equivalised net income","National currency",":",""
"2001","European Union - 27 countries (from 2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","Euro",":",""
"2001","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","National currency",":",""
"2001","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","Euro",":",""
"2001","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","National currency",":",""
"2001","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","Euro","13,864","e"
"2001","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","National currency",":",""
"2001","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","Purchasing power standard (PPS)","13,755","e"
"2001","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","Euro",":",""
"2001","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","National currency",":",""
"2001","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","Euro",":",""
"2001","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","National currency",":",""
"2001","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Euro area - 18 countries (2014)","Total","Median equivalised net income","Euro",":",""
"2001","Euro area - 18 countries (2014)","Total","Median equivalised net income","National currency",":",""
"2001","Euro area - 18 countries (2014)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Belgium","Total","Median equivalised net income","Euro","15,492",""
"2001","Belgium","Total","Median equivalised net income","National currency","15,492",""
"2001","Belgium","Total","Median equivalised net income","Purchasing power standard (PPS)","15,477",""
"2001","Bulgaria","Total","Median equivalised net income","Euro",":",""
"2001","Bulgaria","Total","Median equivalised net income","National currency",":",""
"2001","Bulgaria","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Czechia","Total","Median equivalised net income","Euro",":",""
"2001","Czechia","Total","Median equivalised net income","National currency",":",""
"2001","Czechia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Denmark","Total","Median equivalised net income","Euro",":",""
"2001","Denmark","Total","Median equivalised net income","National currency",":",""
"2001","Denmark","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Euro","15,758",""
"2001","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","National currency","15,758",""
"2001","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Purchasing power standard (PPS)","15,820",""
"2001","Estonia","Total","Median equivalised net income","Euro",":",""
"2001","Estonia","Total","Median equivalised net income","National currency",":",""
"2001","Estonia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Ireland","Total","Median equivalised net income","Euro","14,255",""
"2001","Ireland","Total","Median equivalised net income","National currency","14,255",""
"2001","Ireland","Total","Median equivalised net income","Purchasing power standard (PPS)","13,223",""
"2001","Greece","Total","Median equivalised net income","Euro","7,107",""
"2001","Greece","Total","Median equivalised net income","National currency","7,107",""
"2001","Greece","Total","Median equivalised net income","Purchasing power standard (PPS)","9,072",""
"2001","Spain","Total","Median equivalised net income","Euro","9,027",""
"2001","Spain","Total","Median equivalised net income","National currency","9,027",""
"2001","Spain","Total","Median equivalised net income","Purchasing power standard (PPS)","10,878",""
"2001","France","Total","Median equivalised net income","Euro","14,886",""
"2001","France","Total","Median equivalised net income","National currency","14,886",""
"2001","France","Total","Median equivalised net income","Purchasing power standard (PPS)","14,609",""
"2001","Croatia","Total","Median equivalised net income","Euro",":",""
"2001","Croatia","Total","Median equivalised net income","National currency",":",""
"2001","Croatia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Italy","Total","Median equivalised net income","Euro","10,399",""
"2001","Italy","Total","Median equivalised net income","National currency","10,399",""
"2001","Italy","Total","Median equivalised net income","Purchasing power standard (PPS)","11,740",""
"2001","Cyprus","Total","Median equivalised net income","Euro",":",""
"2001","Cyprus","Total","Median equivalised net income","National currency",":",""
"2001","Cyprus","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Latvia","Total","Median equivalised net income","Euro",":",""
"2001","Latvia","Total","Median equivalised net income","National currency",":",""
"2001","Latvia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Lithuania","Total","Median equivalised net income","Euro",":",""
"2001","Lithuania","Total","Median equivalised net income","National currency",":",""
"2001","Lithuania","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Luxembourg","Total","Median equivalised net income","Euro","23,105",""
"2001","Luxembourg","Total","Median equivalised net income","National currency","23,105",""
"2001","Luxembourg","Total","Median equivalised net income","Purchasing power standard (PPS)","23,961",""
"2001","Hungary","Total","Median equivalised net income","Euro",":",""
"2001","Hungary","Total","Median equivalised net income","National currency",":",""
"2001","Hungary","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Malta","Total","Median equivalised net income","Euro",":",""
"2001","Malta","Total","Median equivalised net income","National currency",":",""
"2001","Malta","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Netherlands","Total","Median equivalised net income","Euro","13,820",""
"2001","Netherlands","Total","Median equivalised net income","National currency","13,820",""
"2001","Netherlands","Total","Median equivalised net income","Purchasing power standard (PPS)","13,848",""
"2001","Austria","Total","Median equivalised net income","Euro","15,288",""
"2001","Austria","Total","Median equivalised net income","National currency","15,288",""
"2001","Austria","Total","Median equivalised net income","Purchasing power standard (PPS)","15,780",""
"2001","Poland","Total","Median equivalised net income","Euro",":",""
"2001","Poland","Total","Median equivalised net income","National currency",":",""
"2001","Poland","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Portugal","Total","Median equivalised net income","Euro","5,982",""
"2001","Portugal","Total","Median equivalised net income","National currency","5,982",""
"2001","Portugal","Total","Median equivalised net income","Purchasing power standard (PPS)","8,279",""
"2001","Romania","Total","Median equivalised net income","Euro",":",""
"2001","Romania","Total","Median equivalised net income","National currency",":",""
"2001","Romania","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Slovenia","Total","Median equivalised net income","Euro",":",""
"2001","Slovenia","Total","Median equivalised net income","National currency",":",""
"2001","Slovenia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Slovakia","Total","Median equivalised net income","Euro",":",""
"2001","Slovakia","Total","Median equivalised net income","National currency",":",""
"2001","Slovakia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Finland","Total","Median equivalised net income","Euro","14,861",""
"2001","Finland","Total","Median equivalised net income","National currency","14,861",""
"2001","Finland","Total","Median equivalised net income","Purchasing power standard (PPS)","12,800",""
"2001","Sweden","Total","Median equivalised net income","Euro",":",""
"2001","Sweden","Total","Median equivalised net income","National currency",":",""
"2001","Sweden","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","United Kingdom","Total","Median equivalised net income","Euro","17,720",""
"2001","United Kingdom","Total","Median equivalised net income","National currency","10,800",""
"2001","United Kingdom","Total","Median equivalised net income","Purchasing power standard (PPS)","14,973",""
"2001","Iceland","Total","Median equivalised net income","Euro",":",""
"2001","Iceland","Total","Median equivalised net income","National currency",":",""
"2001","Iceland","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Norway","Total","Median equivalised net income","Euro",":",""
"2001","Norway","Total","Median equivalised net income","National currency",":",""
"2001","Norway","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Switzerland","Total","Median equivalised net income","Euro",":",""
"2001","Switzerland","Total","Median equivalised net income","National currency",":",""
"2001","Switzerland","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Montenegro","Total","Median equivalised net income","Euro",":",""
"2001","Montenegro","Total","Median equivalised net income","National currency",":",""
"2001","Montenegro","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","North Macedonia","Total","Median equivalised net income","Euro",":",""
"2001","North Macedonia","Total","Median equivalised net income","National currency",":",""
"2001","North Macedonia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Serbia","Total","Median equivalised net income","Euro",":",""
"2001","Serbia","Total","Median equivalised net income","National currency",":",""
"2001","Serbia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2001","Turkey","Total","Median equivalised net income","Euro",":",""
"2001","Turkey","Total","Median equivalised net income","National currency",":",""
"2001","Turkey","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","Euro",":",""
"2003","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","National currency",":",""
"2003","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","European Union - 27 countries (from 2020)","Total","Median equivalised net income","Euro",":",""
"2003","European Union - 27 countries (from 2020)","Total","Median equivalised net income","National currency",":",""
"2003","European Union - 27 countries (from 2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","Euro",":",""
"2003","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","National currency",":",""
"2003","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","Euro",":",""
"2003","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","National currency",":",""
"2003","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","Euro",":",""
"2003","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","National currency",":",""
"2003","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","Euro",":",""
"2003","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","National currency",":",""
"2003","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","Euro",":",""
"2003","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","National currency",":",""
"2003","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Euro area - 18 countries (2014)","Total","Median equivalised net income","Euro",":",""
"2003","Euro area - 18 countries (2014)","Total","Median equivalised net income","National currency",":",""
"2003","Euro area - 18 countries (2014)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Belgium","Total","Median equivalised net income","Euro","15,533","b"
"2003","Belgium","Total","Median equivalised net income","National currency","15,533","b"
"2003","Belgium","Total","Median equivalised net income","Purchasing power standard (PPS)","15,306","b"
"2003","Bulgaria","Total","Median equivalised net income","Euro",":",""
"2003","Bulgaria","Total","Median equivalised net income","National currency",":",""
"2003","Bulgaria","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Czechia","Total","Median equivalised net income","Euro",":",""
"2003","Czechia","Total","Median equivalised net income","National currency",":",""
"2003","Czechia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Denmark","Total","Median equivalised net income","Euro","20,862",""
"2003","Denmark","Total","Median equivalised net income","National currency","155,017",""
"2003","Denmark","Total","Median equivalised net income","Purchasing power standard (PPS)","15,589",""
"2003","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Euro",":",""
"2003","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","National currency",":",""
"2003","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Estonia","Total","Median equivalised net income","Euro",":",""
"2003","Estonia","Total","Median equivalised net income","National currency",":",""
"2003","Estonia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Ireland","Total","Median equivalised net income","Euro","17,079","b"
"2003","Ireland","Total","Median equivalised net income","National currency","17,079","b"
"2003","Ireland","Total","Median equivalised net income","Purchasing power standard (PPS)","13,576","b"
"2003","Greece","Total","Median equivalised net income","Euro","8,207","b"
"2003","Greece","Total","Median equivalised net income","National currency","8,207","b"
"2003","Greece","Total","Median equivalised net income","Purchasing power standard (PPS)","10,234","b"
"2003","Spain","Total","Median equivalised net income","Euro",":",""
"2003","Spain","Total","Median equivalised net income","National currency",":",""
"2003","Spain","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","France","Total","Median equivalised net income","Euro",":",""
"2003","France","Total","Median equivalised net income","National currency",":",""
"2003","France","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Croatia","Total","Median equivalised net income","Euro",":",""
"2003","Croatia","Total","Median equivalised net income","National currency",":",""
"2003","Croatia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Italy","Total","Median equivalised net income","Euro",":",""
"2003","Italy","Total","Median equivalised net income","National currency",":",""
"2003","Italy","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Cyprus","Total","Median equivalised net income","Euro",":",""
"2003","Cyprus","Total","Median equivalised net income","National currency",":",""
"2003","Cyprus","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Latvia","Total","Median equivalised net income","Euro",":",""
"2003","Latvia","Total","Median equivalised net income","National currency",":",""
"2003","Latvia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Lithuania","Total","Median equivalised net income","Euro",":",""
"2003","Lithuania","Total","Median equivalised net income","National currency",":",""
"2003","Lithuania","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Luxembourg","Total","Median equivalised net income","Euro","25,780","b"
"2003","Luxembourg","Total","Median equivalised net income","National currency","25,780","b"
"2003","Luxembourg","Total","Median equivalised net income","Purchasing power standard (PPS)","25,252","b"
"2003","Hungary","Total","Median equivalised net income","Euro",":",""
"2003","Hungary","Total","Median equivalised net income","National currency",":",""
"2003","Hungary","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Malta","Total","Median equivalised net income","Euro",":",""
"2003","Malta","Total","Median equivalised net income","National currency",":",""
"2003","Malta","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Netherlands","Total","Median equivalised net income","Euro",":",""
"2003","Netherlands","Total","Median equivalised net income","National currency",":",""
"2003","Netherlands","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Austria","Total","Median equivalised net income","Euro","15,646","b"
"2003","Austria","Total","Median equivalised net income","National currency","15,646","b"
"2003","Austria","Total","Median equivalised net income","Purchasing power standard (PPS)","15,128","b"
"2003","Poland","Total","Median equivalised net income","Euro",":",""
"2003","Poland","Total","Median equivalised net income","National currency",":",""
"2003","Poland","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Portugal","Total","Median equivalised net income","Euro",":",""
"2003","Portugal","Total","Median equivalised net income","National currency",":",""
"2003","Portugal","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Romania","Total","Median equivalised net income","Euro",":",""
"2003","Romania","Total","Median equivalised net income","National currency",":",""
"2003","Romania","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Slovenia","Total","Median equivalised net income","Euro",":",""
"2003","Slovenia","Total","Median equivalised net income","National currency",":",""
"2003","Slovenia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Slovakia","Total","Median equivalised net income","Euro",":",""
"2003","Slovakia","Total","Median equivalised net income","National currency",":",""
"2003","Slovakia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Finland","Total","Median equivalised net income","Euro",":",""
"2003","Finland","Total","Median equivalised net income","National currency",":",""
"2003","Finland","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Sweden","Total","Median equivalised net income","Euro",":",""
"2003","Sweden","Total","Median equivalised net income","National currency",":",""
"2003","Sweden","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","United Kingdom","Total","Median equivalised net income","Euro",":",""
"2003","United Kingdom","Total","Median equivalised net income","National currency",":",""
"2003","United Kingdom","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Iceland","Total","Median equivalised net income","Euro",":",""
"2003","Iceland","Total","Median equivalised net income","National currency",":",""
"2003","Iceland","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Norway","Total","Median equivalised net income","Euro","27,507",""
"2003","Norway","Total","Median equivalised net income","National currency","206,536",""
"2003","Norway","Total","Median equivalised net income","Purchasing power standard (PPS)","18,194",""
"2003","Switzerland","Total","Median equivalised net income","Euro",":",""
"2003","Switzerland","Total","Median equivalised net income","National currency",":",""
"2003","Switzerland","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Montenegro","Total","Median equivalised net income","Euro",":",""
"2003","Montenegro","Total","Median equivalised net income","National currency",":",""
"2003","Montenegro","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","North Macedonia","Total","Median equivalised net income","Euro",":",""
"2003","North Macedonia","Total","Median equivalised net income","National currency",":",""
"2003","North Macedonia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Serbia","Total","Median equivalised net income","Euro",":",""
"2003","Serbia","Total","Median equivalised net income","National currency",":",""
"2003","Serbia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2003","Turkey","Total","Median equivalised net income","Euro",":",""
"2003","Turkey","Total","Median equivalised net income","National currency",":",""
"2003","Turkey","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","Euro",":",""
"2004","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","National currency",":",""
"2004","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","European Union - 27 countries (from 2020)","Total","Median equivalised net income","Euro",":",""
"2004","European Union - 27 countries (from 2020)","Total","Median equivalised net income","National currency",":",""
"2004","European Union - 27 countries (from 2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","Euro",":",""
"2004","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","National currency",":",""
"2004","European Union - 28 countries (2013-2020)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","Euro",":",""
"2004","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","National currency",":",""
"2004","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","Euro",":",""
"2004","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","National currency",":",""
"2004","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","Euro",":",""
"2004","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","National currency",":",""
"2004","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","Euro",":",""
"2004","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","National currency",":",""
"2004","Euro area - 19 countries  (from 2015)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","Euro area - 18 countries (2014)","Total","Median equivalised net income","Euro",":",""
"2004","Euro area - 18 countries (2014)","Total","Median equivalised net income","National currency",":",""
"2004","Euro area - 18 countries (2014)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","Belgium","Total","Median equivalised net income","Euro","15,667",""
"2004","Belgium","Total","Median equivalised net income","National currency","15,667",""
"2004","Belgium","Total","Median equivalised net income","Purchasing power standard (PPS)","14,706",""
"2004","Bulgaria","Total","Median equivalised net income","Euro",":",""
"2004","Bulgaria","Total","Median equivalised net income","National currency",":",""
"2004","Bulgaria","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","Czechia","Total","Median equivalised net income","Euro",":",""
"2004","Czechia","Total","Median equivalised net income","National currency",":",""
"2004","Czechia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","Denmark","Total","Median equivalised net income","Euro","21,209",""
"2004","Denmark","Total","Median equivalised net income","National currency","157,596",""
"2004","Denmark","Total","Median equivalised net income","Purchasing power standard (PPS)","15,030",""
"2004","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Euro",":",""
"2004","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","National currency",":",""
"2004","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","Estonia","Total","Median equivalised net income","Euro","2,576",""
"2004","Estonia","Total","Median equivalised net income","National currency","2,576",""
"2004","Estonia","Total","Median equivalised net income","Purchasing power standard (PPS)","4,150",""
"2004","Ireland","Total","Median equivalised net income","Euro","18,075",""
"2004","Ireland","Total","Median equivalised net income","National currency","18,075",""
"2004","Ireland","Total","Median equivalised net income","Purchasing power standard (PPS)","14,328",""
"2004","Greece","Total","Median equivalised net income","Euro","8,857",""
"2004","Greece","Total","Median equivalised net income","National currency","8,857",""
"2004","Greece","Total","Median equivalised net income","Purchasing power standard (PPS)","10,314",""
"2004","Spain","Total","Median equivalised net income","Euro","10,200","b"
"2004","Spain","Total","Median equivalised net income","National currency","10,200","b"
"2004","Spain","Total","Median equivalised net income","Purchasing power standard (PPS)","11,544","b"
"2004","France","Total","Median equivalised net income","Euro","15,225","b"
"2004","France","Total","Median equivalised net income","National currency","15,225","b"
"2004","France","Total","Median equivalised net income","Purchasing power standard (PPS)","13,843","b"
"2004","Croatia","Total","Median equivalised net income","Euro",":",""
"2004","Croatia","Total","Median equivalised net income","National currency",":",""
"2004","Croatia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","Italy","Total","Median equivalised net income","Euro","13,631","b"
"2004","Italy","Total","Median equivalised net income","National currency","13,631","b"
"2004","Italy","Total","Median equivalised net income","Purchasing power standard (PPS)","13,155","b"
"2004","Cyprus","Total","Median equivalised net income","Euro",":",""
"2004","Cyprus","Total","Median equivalised net income","National currency",":",""
"2004","Cyprus","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","Latvia","Total","Median equivalised net income","Euro",":",""
"2004","Latvia","Total","Median equivalised net income","National currency",":",""
"2004","Latvia","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","Lithuania","Total","Median equivalised net income","Euro",":",""
"2004","Lithuania","Total","Median equivalised net income","National currency",":",""
"2004","Lithuania","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","Luxembourg","Total","Median equivalised net income","Euro","26,941",""
"2004","Luxembourg","Total","Median equivalised net income","National currency","26,941",""
"2004","Luxembourg","Total","Median equivalised net income","Purchasing power standard (PPS)","26,095",""
"2004","Hungary","Total","Median equivalised net income","Euro",":",""
"2004","Hungary","Total","Median equivalised net income","National currency",":",""
"2004","Hungary","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2004","Malta","Total","Median equivalised net income","Euro",":",""
